lat,lon,reviews
40.67582,-73.9518,279
40.82402,-73.95263,34
40.76406,-73.92266,43
40.80384,-73.95123,185
40.68462,-73.92895,98
40.79245376586914,-73.94074249267578,102
40.68442,-73.98068,43
40.8180576,-73.9466707,286
40.71065139770508,-73.95087432861328,289
40.74523,-73.92318,36
40.68216,-73.94594,336
40.71992,-73.99167,70
40.67813,-74.00062,219
40.69287,-73.97108,230
40.82569,-73.93842,18
40.70309,-73.89963,13
40.68595,-73.92923,94
40.81127,-73.94561,133
40.67497,-73.97796,55
40.67478,-73.95165,86
40.71347,-73.96035,193
40.67487,-73.97637,41
40.72506,-73.97906,22
40.80687,-73.95333,30
40.72297,-73.9851,32
40.80392,-73.94765,18
40.7304,-74.00228,18
40.79999,-73.96338,315
40.8063,-73.95985,138
40.67979,-73.97978,57
40.68009896425498,-73.9746189673198,77
40.6829,-73.95701,31
40.77868,-73.90652,132
40.71567,-73.87842,33
40.70422,-73.89778,5
40.71778,-73.87714,16
40.7203,-73.98424,99
40.71584,-73.96355,19
40.7573,-73.91488,568
40.80493,-73.94999,404
40.7167,-73.95014,94
40.68096,-73.94062,90
40.68511,-73.91927,27
40.71174,-73.95798,57
40.67188,-73.95097,31
40.79864,-73.96209,191
40.68478,-73.9066,61
40.68194,-73.99708,6
40.6789595110935,-73.97409474641334,229
40.81182,-73.94631,144
40.67144,-73.76501,62
40.79934,-73.94236,307
40.71065,-73.95087,132
40.68701,-73.97555,41
40.81201,-73.94452,274
40.772472,-73.906075,168
40.69003,-73.99338,295
40.76505,-73.98716,130
40.80747,-73.94076,395
40.65891,-73.98556,124
40.79179,-73.93972,15
40.68877615321917,-73.97762359693657,341
40.74937,-73.99467,32
40.72852,-73.95655,261
40.7751,-73.98595,25
40.67545,-73.96096,31
40.74088,-73.99538,5
40.74045,-73.9749,130
40.72113,-73.98213,128
40.8238,-73.94444,689
40.71946,-73.98641,60
40.70271,-73.8993,4
40.7253,-73.98028,37
40.73072,-73.99275,9
40.792667388916016,-73.946533203125,197
40.78959,-73.94705,131
40.73862,-73.99758,2
40.73345,-73.98809,63
40.6879299,-73.97646399999999,62
40.76263,-73.99401,199
40.74907,-74.00281,1
40.66941,-73.94988,102
40.67914,-73.96443,35
40.66836,-73.98166,313
40.74697296939259,-74.00178397023312,175
40.81006,-73.94559,283
40.74024,-74.00584,55
40.74642,-74.00411,9
40.81847,-73.94623,143
40.71517,-73.99376,4
40.71704,-74.00908,35
40.74101,-74.00006,19
40.6446,-73.94184,75
40.71881,-73.9879,11
40.6974983215332,-73.97722625732422,129
40.79541778564453,-73.97563171386719,250
40.76253,-73.98365,8
40.83338,-73.94326,229
40.65468,-73.95721,90
40.6767158,-73.9818207,230
40.78096,-73.98808,133
40.67635,-73.96108,134
40.67466,-73.97853,106
40.68702,-73.94917,70
40.7628,-73.9651,11
40.719482,-73.98877,86
40.71941,-73.98968,90
40.73333,-73.85933,25
40.64295,-73.97293,64
40.72136,-73.95674,1
40.7154,-73.94028,1
40.66385,-73.93229,32
40.76716,-73.91177,19
40.70413,-73.92726,39
40.76922,-73.95648,8
40.687,-73.96149,115
40.68339,-73.94034,158
40.6878,-73.97253,4
40.5847,-73.94088,125
40.71955,-73.95471,14
40.69049,-73.93212,67
40.67828,-73.98414,9
40.71681594848633,-73.98969268798828,101
40.60742,-74.14388,1
40.69062,-73.97354,156
40.61933,-74.03208,12
40.61943,-73.99232,38
40.74496,-73.91167,285
40.72499,-73.99198,36
40.65623,-73.9612,131
40.75282,-73.97315,19
40.8677,-73.92122,22
40.77549,-73.95128,1
40.70937,-73.9657,2
40.67782,-73.97205,185
40.68607,-73.95536,269
40.73853,-74.00292,1
40.81553,-73.95438,36
40.68788,-73.95014,58
40.7401,-74.00019,38
40.67319,-73.96804,19
40.71085,-73.96672,11
40.61019,-74.06757,103
40.71137,-73.9465,250
40.78764,-73.97274,114
40.68563832502508,-73.92470229417086,92
40.68098,-73.94023,8
40.79147,-73.94629,130
40.8078,-73.95232,145
40.75981,-73.99138,10
40.80748,-73.95589,101
40.76198,-73.99361,75
40.67933,-73.995,136
40.719,-73.99764,60
40.72864,-74.00453,157
40.72533,-73.9972,5
40.75236,-73.93309,6
40.67144,-73.76501,31
40.68518847176618,-73.94268839549034,592
40.72113,-73.95658,4
40.70132,-73.90883,24
40.66386,-73.98519,39
40.74168,-74.00339,85
40.75408,-73.97071,163
40.70252,-73.98296,40
40.86749,-73.82214,5
40.73431,-74.00225,118
40.73778,-73.95366,49
40.73778,-73.95366,93
40.73778,-73.95366,195
40.73778,-73.95366,162
40.73778,-73.95366,46
40.70951,-73.95015,1
40.79131,-73.9694,65
40.73849,-73.87232,62
40.77539,-73.91709,57
40.8666,-73.90061,121
40.68927,-73.95439,299
40.73693,-73.98129,5
40.73756,-73.9535,36
40.69913,-73.93107,41
40.85099,-73.92822,4
40.71065,-73.94102,29
40.68532,-73.91881,7
40.71643,-73.99931,48
40.81146,-73.94469,11
40.68435,-73.94825,53
40.66646,-73.89254,156
40.6857,-73.97388,27
40.80752,-73.94778,10
40.67882,-73.97224,5
40.66161712766098,-73.99192061645073,28
40.73756,-73.9535,48
40.73756,-73.9535,31
40.73756,-73.9535,100
40.73756,-73.9535,51
40.73756,-73.9535,42
40.73756,-73.9535,49
40.73756,-73.9535,73
40.73756,-73.9535,12
40.8058,-73.94759,9
40.80528,-73.94742,8
40.77298,-73.95813,11
40.79675,-73.93634,12
40.8073,-73.94575,9
40.80557,-73.94801,12
40.70674,-73.91959,129
40.82359,-73.94601,32
40.82295,-73.94433,29
40.69533,-73.96058,185
40.75672,-73.99003,68
40.73216,-73.98678,192
40.73756,-73.9535,10
40.73756,-73.9535,14
40.73756,-73.9535,35
40.73756,-73.9535,5
40.71134819720268,-73.95338679325236,52
40.69101,-73.95018,317
40.72032,-73.99462,26
40.68278,-73.95549,43
40.71932,-73.98364,5
40.67534,-73.98345,10
40.74828,-73.9917,152
40.66,-73.95203,10
40.80272,-73.95316,105
40.71075,-73.95773,25
40.73231,-73.98469,18
40.83249,-73.94466,82
40.71923,-73.9582,291
40.77961,-73.98293,63
40.77534,-73.95106,162
40.74838,-73.98214,49
40.71481,-73.99059,162
40.68560791015625,-73.98918914794922,1
40.72678,-73.90448,2
40.73626,-73.95634,11
40.71942398164986,-73.96005436966747,170
40.59556,-73.94998,3
40.88095,-73.91701,146
40.77,-73.95842,106
40.7616,-73.97715,115
40.83521,-73.93836,14
40.66763,-73.95836,143
40.72617,-73.95264,3
40.76269,-73.99361,186
40.71529,-73.96032,52
40.81319,-73.94194,95
40.75622,-73.99455,272
40.75557,-73.99411,61
40.64368,-74.02102,19
40.71215,-73.81692,57
40.70717,-73.95269,13
40.71044,-73.81703,13
40.82903,-73.94204,42
40.78221,-73.98357,25
40.70267,-73.92716,52
40.65914535522461,-73.95812225341797,127
40.68561,-73.98919,33
40.67128,-73.94307,189
40.71294,-73.94461,178
40.59274,-74.16178,8
40.73034,-74.00056,21
40.67707,-73.97062,84
40.72103,-73.98835,69
40.77968,-73.95197,1
40.69204,-73.90661,52
40.7211,-73.98271,42
40.67604,-73.96865,1
40.73161,-73.98484,1
40.72292,-73.94577,46
40.66481,-73.97776,356
40.76456,-73.91749,42
40.74311,-73.98303,222
40.83559,-73.94095,12
40.79288,-73.9642,7
40.8341081,-73.93948379999999,156
40.7464,-73.94807,69
40.67634,-73.97666,10
40.67793,-73.9702,49
40.68566,-73.96781,119
